ExterQual,BsmtQual,BsmtExposure,KitchenQual,GarageFinish,Neighborhood,HouseStyle,Foundation,GarageType,OverallQual,YearBuilt,MasVnrArea,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageArea,TotalSF,TotalBath,SalePrice
Gd,Gd,Av,Ex,Fin,Blmngtn,1Story,PConc,Attchd,8,2006,0.0,1567,7,1,648,3087,3.0,264561
Ex,Ex,Gd,Ex,RFn,NridgHt,1Story,PConc,Attchd,8,2003,472.0,1518,6,1,588,3036,1.5,274000
Gd,Gd,No,Gd,Fin,Somerst,2Story,PConc,Attchd,7,2001,0.0,1929,7,1,650,2986,3.5,226000
Gd,Gd,Gd,Ex,Fin,NAmes,SLvl,CBlock,Attchd,8,1972,0.0,2704,9,3,538,4656,3.5,345000
TA,TA,No,TA,Fin,NWAmes,2Story,CBlock,Attchd,5,1969,263.0,1620,7,0,462,2400,2.5,152000
Ex,Ex,Mn,Ex,Fin,Somerst,1Story,PConc,Attchd,9,2009,162.0,1766,7,1,478,3532,3.5,370878
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Detchd,6,1971,0.0,981,5,0,576,1962,2.5,143250
TA,NoBas,NoBas,TA,Unf,NAmes,1Story,CBlock,Detchd,5,1950,0.0,1048,7,0,420,1048,1.0,98300
TA,TA,Mn,TA,RFn,Edwards,1Story,CBlock,Attchd,6,1953,216.0,1094,5,2,495,2188,1.0,155000
TA,TA,No,TA,Unf,NAmes,2Story,CBlock,Attchd,6,1966,351.0,1839,7,1,442,2595,1.5,155000
TA,Gd,Av,TA,NoGar,MeadowV,SFoyer,CBlock,NoGar,4,1970,0.0,630,3,0,0,1260,2.0,84500
Gd,Gd,No,Gd,RFn,Somerst,2Story,PConc,Attchd,7,2007,0.0,1665,7,0,562,2478,2.5,205950
TA,TA,Mn,TA,Unf,Edwards,2Story,CBlock,Detchd,4,1940,0.0,1510,7,1,296,2265,2.0,108000
Gd,Gd,No,Gd,RFn,CollgCr,2Story,PConc,Attchd,7,1996,0.0,1716,7,1,512,2596,2.5,191000
TA,TA,No,TA,Unf,IDOTRR,1.5Fin,CBlock,Detchd,6,1906,0.0,1469,7,0,216,2225,1.0,135000
Gd,Gd,Gd,Gd,Fin,NoRidge,1Story,PConc,Attchd,8,1995,660.0,2113,7,1,839,4222,3.5,350000
TA,TA,No,TA,Unf,BrDale,2Story,CBlock,Detchd,6,1971,381.0,1092,6,0,264,1617,1.5,88000
Gd,TA,No,Gd,RFn,NAmes,1Story,CBlock,Attchd,5,1959,54.0,1053,5,0,312,2106,2.5,145500
TA,Gd,No,TA,RFn,Crawfor,2Story,BrkTil,Attchd,7,1931,0.0,1502,6,1,270,2278,1.5,149000
TA,TA,No,TA,Unf,NAmes,1.5Fin,CBlock,Attchd,6,1948,0.0,1458,6,1,330,2370,1.5,97500
TA,TA,No,TA,Fin,Edwards,1Story,PConc,Detchd,5,1964,0.0,1486,7,0,480,2972,2.0,167000
TA,Gd,No,TA,RFn,NWAmes,2Story,CBlock,Attchd,7,1976,233.0,1935,7,1,550,2728,2.5,197900
Gd,Gd,No,Gd,RFn,NoRidge,2Story,PConc,Attchd,8,1994,528.0,2448,8,1,711,4077,3.5,402000
TA,Fa,No,TA,RFn,NAmes,1Story,CBlock,Attchd,6,1968,216.0,1392,5,2,576,2784,2.0,110000
TA,Gd,Av,TA,RFn,Edwards,SFoyer,CBlock,Detchd,4,1972,0.0,1181,6,0,588,2319,3.0,137500
Gd,Ex,Mn,Ex,Fin,Somerst,1Story,PConc,Attchd,8,2005,0.0,2097,8,1,1134,4174,2.5,423000
Gd,Gd,No,Gd,RFn,Gilbert,2Story,PConc,Attchd,8,2000,40.0,1936,7,1,504,3342,2.5,230500
TA,Gd,No,TA,Unf,NAmes,2Story,CBlock,CarPort,6,1965,113.0,2380,7,1,596,3401,2.5,129000
TA,Gd,No,Gd,RFn,SawyerW,1Story,PConc,Attchd,6,1994,258.0,1679,7,1,575,3087,3.0,193500
TA,TA,No,TA,Unf,Sawyer,1Story,CBlock,Detchd,5,1956,0.0,1437,6,1,576,2625,2.5,168000
TA,Fa,No,Fa,Unf,Crawfor,1Story,BrkTil,Detchd,4,1922,0.0,1180,5,1,252,1880,1.0,137500
Gd,Gd,No,Gd,Fin,CollgCr,2Story,PConc,Attchd,6,2005,0.0,1476,7,0,540,2214,3.5,173500
TA,TA,No,TA,Unf,Edwards,2Story,BrkTil,Detchd,6,1925,0.0,1369,6,0,300,2041,3.0,103600
Gd,Gd,No,TA,RFn,Veenker,1Story,CBlock,Attchd,6,1977,0.0,1208,6,1,546,2416,2.5,165000
TA,TA,No,Gd,Fin,Crawfor,1Story,PConc,Attchd,6,1957,106.0,1839,7,2,416,3316,3.0,257500
TA,TA,No,TA,RFn,NAmes,1Story,CBlock,Attchd,6,1965,0.0,1136,5,1,384,2272,2.0,140000
TA,TA,No,TA,Unf,NPkVill,2Story,CBlock,Attchd,6,1978,0.0,1441,7,1,440,2296,2.5,148500
TA,TA,No,TA,Unf,OldTown,2Story,BrkTil,2Types,4,1900,0.0,1774,8,0,779,2869,3.0,87000
Gd,TA,No,Gd,Unf,OldTown,1Story,BrkTil,Detchd,5,1924,0.0,792,5,0,240,1560,1.0,109500
Gd,Ex,Mn,Gd,Fin,StoneBr,1Story,PConc,Attchd,8,2008,464.0,2046,7,1,834,4092,2.5,372500
TA,TA,No,TA,Unf,Sawyer,1Story,CBlock,Detchd,5,1961,57.0,988,5,0,572,1976,2.0,128500
TA,Gd,No,TA,RFn,SawyerW,1Story,CBlock,Attchd,6,1980,0.0,923,5,1,264,1846,2.0,143000
TA,TA,No,TA,Unf,SWISU,1.5Fin,BrkTil,Detchd,5,1932,0.0,1520,6,0,281,2313,1.0,159434
TA,Gd,Mn,Gd,Unf,ClearCr,1Story,PConc,Attchd,6,1996,0.0,1291,6,1,431,2582,2.0,173000
Gd,Gd,Av,Gd,Fin,CollgCr,1Story,PConc,Attchd,9,2002,215.0,1668,7,1,702,3294,3.0,285000
Gd,Gd,No,TA,Fin,NoRidge,2Story,PConc,Attchd,7,1998,30.0,1839,7,0,486,3034,2.5,221000
Gd,Gd,Mn,Gd,Fin,StoneBr,2Story,CBlock,Attchd,7,1984,0.0,2090,6,1,577,3280,3.0,207500
Gd,Gd,No,Gd,Fin,Somerst,2Story,PConc,Attchd,7,2007,0.0,1761,7,0,578,2635,3.0,227875
Gd,Gd,No,Gd,Unf,Somerst,2Story,PConc,Detchd,7,2004,0.0,1102,4,0,480,1653,2.5,148800
Gd,Gd,Av,Gd,RFn,StoneBr,1Story,PConc,Attchd,8,2007,0.0,1419,7,1,567,2838,3.0,392000
Gd,Gd,Av,Gd,RFn,NridgHt,1Story,PConc,Attchd,6,2005,256.0,1362,6,1,460,2724,2.0,194700
Gd,Gd,Gd,Gd,RFn,CollgCr,1Story,PConc,Attchd,6,2004,147.0,848,3,1,420,1696,2.0,141000
Ex,Ex,Gd,Ex,Fin,NoRidge,2Story,PConc,Attchd,10,1994,1170.0,4316,10,2,832,6760,4.0,755000
Gd,Gd,Gd,Gd,RFn,Timber,2Story,PConc,Attchd,7,1989,293.0,2519,9,2,628,3729,3.5,335000
TA,TA,No,TA,Unf,OldTown,1Story,BrkTil,Detchd,5,1921,0.0,1073,4,0,326,2146,1.0,108480
TA,TA,No,TA,Unf,BrkSide,1.5Fin,BrkTil,Detchd,5,1936,0.0,1539,5,0,576,2466,1.5,141500
TA,Gd,No,Gd,Unf,Timber,1Story,CBlock,Attchd,6,1987,72.0,1137,5,1,551,2249,3.0,176000
TA,TA,No,TA,Unf,BrkSide,1Story,CBlock,Detchd,5,1921,0.0,616,4,0,205,1232,1.0,89000
TA,Ex,Mn,TA,Unf,Edwards,1Story,PConc,Detchd,5,1952,0.0,1148,6,0,308,2128,1.5,123500
TA,TA,No,TA,Unf,Sawyer,1Story,CBlock,Detchd,5,1965,0.0,894,5,1,336,1788,2.0,138500
Gd,Gd,Mn,Gd,RFn,Somerst,1Story,PConc,Attchd,7,2004,0.0,1391,5,0,530,2782,2.0,196000
Gd,Ex,Gd,Gd,Fin,Timber,1Story,PConc,Attchd,8,2002,630.0,1800,7,1,765,3600,3.0,312500
TA,TA,No,TA,Unf,NWAmes,1Story,CBlock,Attchd,7,1969,168.0,1164,6,0,528,2328,1.5,140000
Ex,Ex,No,Ex,Fin,StoneBr,2Story,PConc,BuiltIn,8,2006,466.0,2576,10,1,666,3810,2.5,361919
TA,Gd,No,Gd,Unf,OldTown,2Story,BrkTil,Detchd,5,1900,0.0,1812,8,1,672,2172,2.0,140000
Gd,Gd,Av,Gd,RFn,CollgCr,1Story,PConc,Attchd,7,2004,109.0,1484,7,0,606,2957,3.0,213000
Fa,NoBas,NoBas,Fa,NoGar,IDOTRR,2Story,Slab,NoGar,4,1930,0.0,1092,7,0,0,1092,2.0,55000
TA,Gd,Gd,Gd,Unf,ClearCr,1Story,CBlock,Attchd,7,1971,351.0,1824,5,2,739,3467,3.0,302000
Gd,Gd,No,Gd,Fin,NridgHt,1Story,PConc,Attchd,8,2006,176.0,1324,6,1,550,2648,3.0,254000
Gd,Gd,Av,Gd,Fin,Gilbert,2Story,PConc,Attchd,7,2007,0.0,1456,8,1,400,2184,2.5,179540
TA,TA,No,TA,Unf,Sawyer,1Story,PConc,Attchd,5,1966,41.0,904,6,0,408,1780,1.0,109900
Gd,TA,No,TA,NoGar,BrkSide,1Story,CBlock,NoGar,3,1935,0.0,729,5,0,0,999,1.0,52000
TA,TA,Mn,TA,RFn,IDOTRR,1.5Fin,Stone,Detchd,4,1900,0.0,1178,7,0,384,2037,1.0,102776
Gd,Gd,Mn,Gd,Fin,StoneBr,1Story,PConc,Attchd,8,1988,0.0,1228,5,1,472,2456,3.0,189000
TA,TA,Av,TA,Unf,BrkSide,1Story,CBlock,Detchd,4,1970,160.0,960,6,0,576,1920,2.0,129000
Gd,TA,No,Gd,RFn,Sawyer,2Story,CBlock,Attchd,6,1976,289.0,1479,6,0,475,2204,2.5,130500
TA,Gd,No,TA,RFn,NWAmes,1Story,CBlock,Attchd,6,1974,174.0,1350,7,1,478,2414,2.0,165000
TA,TA,No,TA,Unf,OldTown,2Story,BrkTil,Detchd,7,1890,0.0,2554,8,0,704,3272,1.5,159500
TA,Gd,No,Gd,Unf,NWAmes,1Story,CBlock,Attchd,5,1973,0.0,1178,5,1,439,2354,2.0,157000
Gd,Gd,Gd,Gd,RFn,NoRidge,2Story,PConc,Attchd,7,1993,651.0,2418,9,1,983,3729,3.5,341000
TA,Gd,Gd,TA,Unf,CollgCr,1Story,CBlock,Attchd,5,1969,0.0,971,5,1,300,1942,1.5,128500
Gd,Gd,Gd,Gd,RFn,StoneBr,1Story,PConc,Attchd,8,1985,0.0,1742,5,1,564,3484,3.0,275000
Gd,Gd,Av,Gd,RFn,CollgCr,1Story,PConc,Attchd,6,2004,169.0,848,3,0,420,1696,2.0,143000
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Detchd,4,1970,0.0,864,5,0,463,1728,1.0,124500
TA,TA,No,TA,Unf,Edwards,1.5Fin,PConc,Detchd,4,1954,0.0,1470,7,0,548,2411,2.0,135000
Ex,Ex,No,Ex,Fin,Edwards,1Story,PConc,Attchd,9,2007,340.0,1698,8,1,768,3396,3.0,320000
TA,TA,No,Gd,Unf,NAmes,1Story,CBlock,Detchd,4,1970,0.0,864,5,0,660,1728,1.0,120500
Gd,Gd,No,Gd,Fin,Crawfor,1Story,CBlock,Attchd,6,1988,260.0,1680,5,1,540,2560,3.0,222000
Gd,Gd,Av,Gd,RFn,CollgCr,1Story,PConc,Attchd,7,2007,82.0,1232,6,0,632,2464,3.0,194500
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Detchd,5,1958,95.0,1776,9,0,888,3360,3.0,110000
TA,TA,No,TA,Unf,IDOTRR,1.5Fin,CBlock,Detchd,4,1925,0.0,1208,5,0,539,1628,1.0,103000
Gd,Gd,No,Gd,RFn,StoneBr,1Story,PConc,Attchd,8,1995,0.0,1616,5,1,608,3211,3.0,236500
Gd,Ex,Av,Gd,Fin,Timber,SLvl,PConc,Attchd,7,2003,442.0,1146,6,1,438,2014,3.0,187500
Gd,Gd,Av,Gd,Fin,CollgCr,2Story,PConc,Attchd,7,1998,202.0,2031,8,1,541,3184,2.5,222500
TA,TA,No,TA,RFn,Sawyer,1Story,CBlock,Attchd,5,1961,0.0,1144,6,1,264,2008,2.0,131400
TA,TA,No,TA,Unf,Sawyer,1Story,PConc,Attchd,5,1968,0.0,948,6,0,300,1896,1.0,108000
TA,Gd,Mn,TA,Unf,OldTown,2.5Unf,BrkTil,Detchd,7,1914,0.0,1768,6,2,320,2648,1.5,163000
TA,NoBas,NoBas,TA,Unf,NAmes,1Story,CBlock,Detchd,3,1950,0.0,1040,6,0,400,1040,2.0,93500
Gd,Gd,No,Gd,Fin,Gilbert,2Story,PConc,Attchd,8,2005,0.0,1801,8,1,800,2694,2.5,239900
TA,Gd,Gd,TA,NoGar,Edwards,1Story,CBlock,NoGar,5,1987,0.0,1200,5,0,0,2400,6.0,179000
Gd,Gd,No,Gd,RFn,CollgCr,2Story,PConc,Attchd,7,2004,0.0,1728,7,0,572,2592,2.5,190000
TA,Fa,No,TA,Unf,OldTown,2Story,BrkTil,Detchd,5,1910,0.0,1432,7,0,360,1696,2.0,132000
TA,TA,Mn,Gd,Unf,Sawyer,1Story,CBlock,Detchd,6,1961,0.0,912,5,0,288,1824,2.5,142000
TA,Gd,No,TA,Unf,SawyerW,1Story,PConc,Attchd,7,2000,108.0,1349,6,0,539,2698,2.0,179000
TA,Gd,Av,TA,RFn,Sawyer,SLvl,CBlock,Attchd,5,1963,0.0,1464,6,1,480,1984,2.5,175000
Gd,Gd,No,Gd,RFn,StoneBr,1Story,PConc,Attchd,8,1993,0.0,1337,5,1,462,2674,3.0,180000
Ex,TA,No,Gd,Fin,NWAmes,2Story,CBlock,BuiltIn,8,1976,289.0,2715,11,2,831,3857,4.0,299800
Gd,Gd,No,Gd,Fin,Gilbert,2Story,PConc,BuiltIn,7,2000,0.0,2256,8,1,554,3208,2.5,236000
Gd,TA,No,Gd,Unf,OldTown,2Story,Stone,Detchd,7,1880,0.0,2640,8,1,864,3880,1.5,265979
Gd,Gd,No,Gd,Fin,NoRidge,1Story,PConc,Attchd,7,1996,338.0,1720,7,1,527,3440,3.0,260400
TA,NoBas,NoBas,TA,Unf,Edwards,1.5Fin,Slab,Detchd,4,1945,0.0,1529,9,0,240,1529,2.0,98000
TA,TA,No,TA,NoGar,OldTown,1.5Fin,BrkTil,NoGar,4,1910,0.0,1140,7,0,0,1716,1.0,96500
Gd,Gd,No,Gd,Fin,Gilbert,2Story,PConc,Attchd,7,2003,0.0,1320,6,0,400,1980,2.5,162000
TA,Gd,Gd,Gd,RFn,CollgCr,1Story,PConc,Attchd,6,1997,0.0,1494,6,0,576,2973,3.0,217000
Gd,Gd,Mn,Ex,RFn,NridgHt,2Story,PConc,Attchd,8,2005,178.0,2098,8,1,878,3128,2.5,275500
TA,TA,No,Gd,RFn,NAmes,1Story,CBlock,Detchd,6,1969,0.0,1026,5,0,440,2052,2.0,156000
TA,Gd,No,TA,Unf,Somerst,2Story,PConc,Detchd,6,1999,894.0,1471,6,0,440,2200,2.5,172500
Gd,Gd,Av,Gd,RFn,CollgCr,2Story,PConc,Attchd,8,2007,0.0,1768,7,0,578,2634,2.5,212000
TA,TA,Mn,TA,Fin,Sawyer,2Story,CBlock,Attchd,6,1978,328.0,1386,6,1,440,2058,2.5,158900
TA,Gd,No,TA,Unf,Somerst,2Story,PConc,Detchd,7,1999,360.0,1501,6,0,440,2245,2.5,179400
Gd,Gd,Av,Gd,RFn,NoRidge,2Story,PConc,Attchd,8,1995,513.0,2531,9,1,752,3849,2.5,290000
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Detchd,6,1959,0.0,864,5,0,300,1728,1.0,127500
TA,TA,Mn,Fa,Unf,BrkSide,1Story,PConc,Detchd,5,1924,0.0,1301,5,0,440,2446,1.0,100000
TA,Gd,Mn,Gd,Unf,Somerst,2Story,PConc,Attchd,7,2009,0.0,1547,7,0,614,2303,2.5,215200
Gd,Gd,Mn,Gd,RFn,NoRidge,2Story,PConc,Attchd,8,1999,673.0,2365,8,1,856,3617,3.5,337000
Gd,Gd,Av,Ex,Fin,Veenker,1Story,PConc,Attchd,8,1995,0.0,1494,6,1,481,2988,2.5,270000
Gd,Gd,No,Ex,Fin,Somerst,1Story,PConc,Attchd,9,2008,284.0,1506,6,1,592,3004,2.0,264132
TA,Gd,No,TA,Unf,NWAmes,2Story,CBlock,Attchd,7,1988,42.0,1714,7,1,496,2694,2.5,196500
TA,Gd,Mn,TA,Unf,Mitchel,1.5Fin,CBlock,Attchd,6,1940,0.0,1750,7,0,423,2733,3.0,160000
Gd,Gd,No,Gd,Fin,CollgCr,1Story,PConc,Attchd,7,2004,0.0,1836,8,1,484,3696,2.0,216837
Ex,Gd,Gd,Ex,Fin,StoneBr,2Story,PConc,BuiltIn,8,2003,603.0,3279,12,1,841,4929,4.5,538000
TA,Gd,Av,TA,Unf,Sawyer,SFoyer,CBlock,Detchd,5,1982,0.0,858,5,0,576,1716,2.0,134900
TA,Fa,No,TA,Unf,Edwards,1Story,CBlock,Detchd,4,1951,0.0,1220,6,0,396,2056,1.0,102000
TA,TA,Av,TA,Unf,Edwards,SLvl,CBlock,Detchd,6,1976,0.0,1117,6,1,672,2146,2.0,107000
TA,TA,No,TA,RFn,NAmes,1Story,CBlock,Attchd,5,1958,1.0,912,5,0,275,1824,1.0,114500
Gd,Gd,Av,Gd,Fin,NridgHt,1Story,PConc,Attchd,8,2006,375.0,1973,9,1,895,3908,2.0,395000
TA,Ex,No,TA,Fin,Mitchel,1Story,PConc,Attchd,6,1998,320.0,1204,5,0,412,2408,3.0,162000
Gd,Gd,Av,Gd,RFn,CollgCr,1Story,PConc,Attchd,7,2005,240.0,1614,7,0,865,3228,2.0,221500
TA,TA,No,TA,Unf,Sawyer,1Story,CBlock,Attchd,5,1974,0.0,894,5,1,440,1758,2.0,142500
TA,NoBas,NoBas,TA,Unf,SawyerW,1Story,Slab,Detchd,5,1977,320.0,2020,10,2,630,2020,2.0,144000
TA,Gd,Gd,TA,Unf,Mitchel,SFoyer,CBlock,Attchd,6,1977,90.0,1004,4,0,504,1979,2.0,135000
TA,Gd,No,TA,Fin,Gilbert,1Story,PConc,Attchd,7,1995,38.0,1253,6,1,402,2490,2.0,176000
Gd,Gd,No,Gd,RFn,SawyerW,2Story,PConc,Attchd,6,1992,0.0,1603,7,0,484,2364,2.5,175900
Gd,Gd,No,Gd,RFn,CollgCr,1Story,PConc,Attchd,7,2001,0.0,1430,6,0,605,2843,2.0,187100
TA,Gd,Av,Gd,Fin,Mitchel,SFoyer,PConc,Attchd,5,1978,104.0,1110,4,1,602,2207,2.0,165500
TA,TA,No,TA,NoGar,OldTown,2.5Unf,CBlock,NoGar,6,1914,0.0,1484,9,1,0,2226,2.0,128000
TA,TA,No,TA,Unf,NWAmes,1Story,CBlock,Attchd,6,1967,0.0,1342,7,1,457,2714,2.0,161500
TA,Fa,No,TA,Unf,OldTown,1.5Fin,PConc,Detchd,5,1915,0.0,1652,7,0,416,2338,3.0,139000
Gd,Gd,No,Gd,RFn,SawyerW,2Story,PConc,BuiltIn,7,2004,0.0,2084,8,0,618,3040,3.5,233000
TA,TA,No,TA,Unf,OldTown,1Story,CBlock,Detchd,4,1954,0.0,901,4,0,281,1802,1.0,107900
TA,TA,Gd,Gd,Fin,ClearCr,2Story,CBlock,Attchd,6,1966,157.0,2087,9,0,444,2919,2.5,187500
Gd,Gd,No,Gd,Fin,Blmngtn,1Story,PConc,Attchd,7,2005,11.0,1145,5,1,397,2290,2.0,160200
TA,Gd,Av,TA,RFn,Mitchel,SLvl,PConc,Attchd,6,1976,0.0,1062,5,2,539,2091,2.0,146800
Gd,Gd,Av,TA,Unf,NoRidge,2Story,PConc,Attchd,7,1996,0.0,2013,8,1,455,3130,3.5,269790
Gd,Gd,Av,Gd,Fin,Somerst,1Story,PConc,Attchd,8,2007,140.0,1496,7,0,474,2992,2.0,225000
Gd,Gd,No,Gd,Fin,Gilbert,2Story,PConc,Attchd,7,1994,0.0,1895,7,1,409,2607,2.5,194500
TA,Gd,No,TA,Unf,SawyerW,2Story,CBlock,Attchd,6,1980,130.0,1564,7,1,476,2214,2.5,171000
TA,TA,No,TA,RFn,Sawyer,1Story,CBlock,Attchd,6,1977,148.0,1285,7,1,528,1945,1.5,143500
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Attchd,5,1953,0.0,773,4,0,240,1546,1.0,110000
Ex,Ex,No,Ex,Fin,NridgHt,2Story,PConc,BuiltIn,9,2008,860.0,3140,11,2,820,5066,3.5,485000
TA,Gd,No,Gd,Unf,SWISU,1.5Fin,BrkTil,Detchd,5,1937,252.0,1768,7,2,240,2499,2.5,175000
TA,Gd,Gd,Gd,RFn,ClearCr,2Story,PConc,Attchd,6,1997,0.0,1688,8,0,603,2304,3.5,200000
TA,TA,No,TA,Unf,IDOTRR,1Story,CBlock,Detchd,4,1916,0.0,1196,5,0,440,2392,2.0,109900
Gd,Gd,Av,Gd,Fin,CollgCr,2Story,PConc,Attchd,7,2005,0.0,1456,7,1,410,2184,3.5,189000
Ex,Ex,Gd,Ex,RFn,NridgHt,2Story,PConc,BuiltIn,9,2008,424.0,2822,12,1,1020,4556,3.5,582933
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Attchd,5,1954,0.0,1128,5,0,286,2064,1.0,118000
Gd,Gd,No,Ex,RFn,Somerst,1Story,PConc,Attchd,7,2008,256.0,1428,6,0,554,2845,2.0,227680
TA,TA,Av,TA,Fin,NAmes,SLvl,PConc,Attchd,5,1967,0.0,980,6,0,384,1960,2.0,135500
TA,TA,Gd,Gd,RFn,BrkSide,2Story,CBlock,Attchd,5,1923,0.0,1576,6,1,528,2900,3.5,223500
TA,TA,Av,TA,RFn,NAmes,SLvl,CBlock,Attchd,5,1966,1047.0,1086,6,1,484,2110,2.0,159950
TA,TA,No,TA,Unf,OldTown,2.5Unf,PConc,Detchd,5,1898,0.0,2138,11,0,360,2987,2.0,106000
TA,TA,No,Gd,RFn,NWAmes,1Story,CBlock,Attchd,6,1974,99.0,1309,5,1,484,2349,2.5,181000
Gd,Gd,Gd,Gd,Fin,CollgCr,1Story,PConc,Attchd,6,2004,169.0,848,4,1,420,1696,2.0,144500
Fa,TA,Av,Fa,Unf,IDOTRR,1Story,CBlock,Basment,5,1952,0.0,1044,4,0,504,1584,1.0,55993
TA,TA,No,TA,RFn,NAmes,1Story,CBlock,Attchd,6,1958,243.0,1442,7,0,301,2884,1.5,157900
TA,TA,No,Fa,Unf,Edwards,1.5Fin,BrkTil,Detchd,5,1918,0.0,1250,7,0,280,1936,2.0,116000
TA,Gd,No,Gd,RFn,CollgCr,1Story,PConc,Attchd,7,1998,442.0,1661,6,0,598,3310,2.0,224900
TA,TA,No,TA,RFn,NAmes,1Story,CBlock,Attchd,5,1954,0.0,1008,4,1,275,2016,1.0,137000
Gd,Gd,No,Gd,RFn,Mitchel,1Story,PConc,Attchd,8,2002,148.0,1689,7,2,857,3257,3.0,271000
TA,TA,Av,TA,Unf,ClearCr,SLvl,CBlock,Attchd,6,1971,80.0,1052,6,0,440,2062,2.0,155000
Gd,Gd,Mn,Gd,RFn,NridgHt,1Story,PConc,Attchd,7,2009,128.0,1358,6,1,484,2716,3.0,224000
Gd,Gd,No,Gd,RFn,CollgCr,2Story,PConc,Attchd,7,2003,0.0,1640,6,0,595,2438,2.5,183000
Fa,Fa,No,TA,Unf,OldTown,1Story,CBlock,Detchd,4,1953,0.0,936,4,0,576,1872,1.0,93000
Gd,Gd,Gd,Gd,Fin,Gilbert,2Story,PConc,BuiltIn,7,2003,0.0,1733,7,1,433,2580,2.5,225000
TA,TA,No,TA,Unf,SWISU,1.5Fin,BrkTil,Detchd,6,1940,0.0,1489,7,1,240,2267,2.0,139500
Gd,Gd,No,Gd,RFn,Somerst,1Story,PConc,Attchd,8,2006,0.0,1489,7,1,776,2978,2.0,232600
Ex,Ex,Av,Ex,Fin,NridgHt,1Story,PConc,Attchd,10,2007,816.0,2084,7,1,1220,4162,3.0,385000
TA,TA,No,Gd,NoGar,BrkSide,1.5Unf,BrkTil,NoGar,5,1924,0.0,784,5,0,0,1568,2.0,109500
Gd,Gd,No,Gd,RFn,SawyerW,1Story,PConc,Attchd,7,2001,0.0,1434,6,1,527,2888,2.0,189000
TA,TA,Gd,TA,Fin,ClearCr,2Story,PConc,Attchd,5,1967,0.0,2126,7,0,538,3139,3.0,185000
Gd,Gd,No,Gd,RFn,Somerst,2Story,PConc,Detchd,7,2005,0.0,1223,4,0,480,1743,2.5,147400
TA,TA,No,TA,RFn,NAmes,1Story,CBlock,Attchd,6,1957,387.0,1392,6,2,458,2784,2.5,166000
TA,Gd,No,Gd,RFn,Somerst,2Story,PConc,Detchd,7,2005,0.0,1200,4,0,480,1720,2.5,151000
Gd,Gd,No,Gd,RFn,CollgCr,2Story,PConc,Attchd,7,2003,223.0,1829,7,1,613,2770,3.5,237000
TA,TA,No,TA,RFn,NAmes,1Story,CBlock,Attchd,6,1964,180.0,1516,6,0,472,3032,1.5,167000
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Attchd,5,1961,136.0,1144,6,0,456,2288,2.0,139950
TA,Gd,No,Gd,Unf,Sawyer,1Story,CBlock,Attchd,4,1950,0.0,1067,4,0,436,2134,2.0,128000
TA,TA,No,TA,Unf,OldTown,1Story,BrkTil,Detchd,5,1948,0.0,1559,5,0,812,3118,2.0,153500
TA,TA,No,TA,Unf,BrDale,2Story,CBlock,Detchd,6,1973,158.0,987,5,0,264,1470,2.5,100000
TA,Gd,No,Gd,Unf,CollgCr,1Story,PConc,Attchd,5,1995,0.0,1099,6,0,352,2198,1.5,144000
TA,TA,No,TA,Unf,Edwards,1.5Fin,CBlock,Detchd,5,1946,0.0,1200,6,0,240,1968,1.0,130500
TA,TA,No,Fa,Unf,SWISU,2Story,BrkTil,Detchd,6,1925,0.0,1482,7,0,400,2154,2.0,140000
TA,TA,No,Gd,Unf,OldTown,2Story,PConc,Detchd,5,1904,0.0,1539,8,1,686,2189,2.0,157500
TA,TA,Gd,TA,RFn,NAmes,SLvl,CBlock,Attchd,6,1966,183.0,1165,6,0,490,2292,2.5,174900
TA,TA,No,TA,NoGar,NAmes,1Story,CBlock,NoGar,5,1961,0.0,1800,10,0,0,3600,2.0,141000
TA,TA,Mn,TA,Unf,OldTown,1.5Fin,BrkTil,Detchd,5,1915,0.0,1416,7,1,720,2292,1.5,153900
TA,Gd,Gd,TA,Fin,Sawyer,SFoyer,CBlock,Basment,5,1975,0.0,1701,6,2,611,3091,3.0,171000
Gd,Gd,No,Gd,Unf,SawyerW,2Story,PConc,Attchd,7,1993,137.0,1775,7,1,425,2515,3.5,213000
TA,TA,Av,TA,Unf,CollgCr,1Story,CBlock,Attchd,5,1972,0.0,864,5,1,338,1728,2.0,133500
TA,TA,No,TA,Unf,ClearCr,1.5Fin,BrkTil,Detchd,6,1908,0.0,2358,10,1,360,3265,3.0,240000
Gd,TA,No,TA,RFn,Veenker,SLvl,CBlock,Attchd,6,1976,360.0,1855,7,1,512,2383,2.5,187000
Gd,Gd,Av,Gd,Fin,CollgCr,1Story,PConc,Attchd,6,2003,170.0,848,3,0,420,1696,2.0,131500
Gd,Gd,Gd,Gd,Fin,Blmngtn,1Story,PConc,Attchd,8,2003,40.0,1456,7,1,400,2729,2.0,215000
